"base_year_month","biz_name","sex","age_range","user_count"
"201901","유흥주점","남성","50대","28085"
"201901","유흥주점","남성","60대","7037"
"201901","유흥주점","남성","70대 이상","975"
"201901","유흥주점","여성","20대 이하","6250"
"201901","유흥주점","여성","30대","9656"
"201901","유흥주점","여성","40대","11137"
"201901","유흥주점","여성","50대","8883"
"201901","유흥주점","여성","60대","2678"
"201901","유흥주점","여성","70대 이상","490"
"201901","일식/수산물","남성","20대 이하","22472"
"201901","일식/수산물","남성","30대","73681"
"201901","일식/수산물","남성","40대","102282"
"201901","일식/수산물","남성","50대","76035"
"201901","일식/수산물","남성","60대","30185"
"201901","일식/수산물","남성","70대 이상","6246"
"201901","일식/수산물","여성","20대 이하","30905"
"201901","일식/수산물","여성","30대","58304"
"201901","일식/수산물","여성","40대","75358"
"201901","일식/수산물","여성","50대","60083"
"201901","일식/수산물","여성","60대","21575"
"201901","일식/수산물","여성","70대 이상","4236"
"201901","제과/제빵/떡/케익","남성","20대 이하","17501"
"201901","제과/제빵/떡/케익","남성","30대","78808"
"201901","제과/제빵/떡/케익","남성","40대","106716"
"201901","제과/제빵/떡/케익","남성","50대","62576"
"201901","제과/제빵/떡/케익","남성","60대","21444"
"201901","제과/제빵/떡/케익","남성","70대 이상","4562"
"201901","제과/제빵/떡/케익","여성","20대 이하","42008"
"201901","제과/제빵/떡/케익","여성","30대","104869"
"201901","제과/제빵/떡/케익","여성","40대","149082"
"201901","제과/제빵/떡/케익","여성","50대","90185"
"201901","제과/제빵/떡/케익","여성","60대","27378"
"201901","제과/제빵/떡/케익","여성","70대 이상","5587"
"201901","중식","남성","20대 이하","12044"
"201901","중식","남성","30대","45308"
"201901","중식","남성","40대","70365"
"201901","중식","남성","50대","39391"
"201901","중식","남성","60대","13883"
"201901","중식","남성","70대 이상","2979"
"201901","중식","여성","20대 이하","9995"
"201901","중식","여성","30대","28729"
"201901","중식","여성","40대","40929"
"201901","중식","여성","50대","25129"
"201901","중식","여성","60대","8182"
"201901","중식","여성","70대 이상","1558"
"201901","커피/음료","남성","20대 이하","59549"
"201901","커피/음료","남성","30대","173299"
"201901","커피/음료","남성","40대","177234"
"201901","커피/음료","남성","50대","99293"
"201901","커피/음료","남성","60대","26897"
"201901","커피/음료","남성","70대 이상","4728"
"201901","커피/음료","여성","20대 이하","123809"
"201901","커피/음료","여성","30대","215403"
"201901","커피/음료","여성","40대","209451"
"201901","커피/음료","여성","50대","127365"
"201901","커피/음료","여성","60대","27228"
"201901","커피/음료","여성","70대 이상","4938"
"201901","패스트푸드","남성","20대 이하","35172"
"201901","패스트푸드","남성","30대","103935"
"201901","패스트푸드","남성","40대","113942"
"201901","패스트푸드","남성","50대","51704"
"201901","패스트푸드","남성","60대","10667"
"201901","패스트푸드","남성","70대 이상","2243"
"201901","패스트푸드","여성","20대 이하","45118"
"201901","패스트푸드","여성","30대","85948"
"201901","패스트푸드","여성","40대","120059"
"201901","패스트푸드","여성","50대","56032"
"201901","패스트푸드","여성","60대","11266"
"201901","패스트푸드","여성","70대 이상","2413"
"201901","한식","남성","20대 이하","81498"
"201901","한식","남성","30대","313218"
"201901","한식","남성","40대","467096"
"201901","한식","남성","50대","347350"
"201901","한식","남성","60대","127993"
"201901","한식","남성","70대 이상","26281"
"201901","한식","여성","20대 이하","114573"
"201901","한식","여성","30대","235949"
"201901","한식","여성","40대","307110"
"201901","한식","여성","50대","228684"
"201901","한식","여성","60대","68800"
"201901","한식","여성","70대 이상","13548"
"201902","간이주점","남성","20대 이하","21467"
"201902","간이주점","남성","30대","44066"
"201902","간이주점","남성","40대","48971"
"201902","간이주점","남성","50대","28183"
"201902","간이주점","남성","60대","7572"
"201902","간이주점","남성","70대 이상","716"
"201902","간이주점","여성","20대 이하","19631"
"201902","간이주점","여성","30대","22327"
"201902","간이주점","여성","40대","22895"
"201902","간이주점","여성","50대","15579"
"201902","간이주점","여성","60대","3275"
"201902","간이주점","여성","70대 이상","710"
"201902","고기요리","남성","20대 이하","18457"
"201902","고기요리","남성","30대","61836"
"201902","고기요리","남성","40대","85183"
"201902","고기요리","남성","50대","57257"
"201902","고기요리","남성","60대","18021"
"201902","고기요리","남성","70대 이상","4723"
"201902","고기요리","여성","20대 이하","19357"
"201902","고기요리","여성","30대","37958"
"201902","고기요리","여성","40대","52022"
"201902","고기요리","여성","50대","35897"
"201902","고기요리","여성","60대","10940"
"201902","고기요리","여성","70대 이상","2356"
"201902","닭/오리요리","남성","20대 이하","21780"
"201902","닭/오리요리","남성","30대","72928"
"201902","닭/오리요리","남성","40대","87370"
"201902","닭/오리요리","남성","50대","42816"
"201902","닭/오리요리","남성","60대","9537"
"201902","닭/오리요리","남성","70대 이상","1828"
"201902","닭/오리요리","여성","20대 이하","22103"
"201902","닭/오리요리","여성","30대","47418"
"201902","닭/오리요리","여성","40대","69888"
"201902","닭/오리요리","여성","50대","35448"
"201902","닭/오리요리","여성","60대","8238"
"201902","닭/오리요리","여성","70대 이상","1683"
"201902","별식/퓨전요리","남성","20대 이하","2763"
"201902","별식/퓨전요리","남성","30대","13108"
"201902","별식/퓨전요리","남성","40대","19690"
"201902","별식/퓨전요리","남성","50대","12573"
"201902","별식/퓨전요리","남성","60대","4409"
"201902","별식/퓨전요리","남성","70대 이상","910"
"201902","별식/퓨전요리","여성","20대 이하","3528"
"201902","별식/퓨전요리","여성","30대","10491"
"201902","별식/퓨전요리","여성","40대","15974"
"201902","별식/퓨전요리","여성","50대","10140"
"201902","별식/퓨전요리","여성","60대","3206"
"201902","별식/퓨전요리","여성","70대 이상","587"
"201902","부페","남성","20대 이하","833"
"201902","부페","남성","30대","2749"
"201902","부페","남성","40대","4167"
"201902","부페","남성","50대","2848"
"201902","부페","남성","60대","1743"
"201902","부페","남성","70대 이상","590"
"201902","부페","여성","20대 이하","628"
"201902","부페","여성","30대","1678"
"201902","부페","여성","40대","3416"
"201902","부페","여성","50대","1853"
"201902","부페","여성","60대","831"
"201902","분식","남성","20대 이하","29690"
"201902","분식","남성","30대","99035"
"201902","분식","남성","40대","121327"
"201902","분식","남성","50대","66763"
"201902","분식","남성","60대","17098"
"201902","분식","남성","70대 이상","3637"
"201902","분식","여성","20대 이하","46250"
"201902","분식","여성","30대","87362"
"201902","분식","여성","40대","108454"
"201902","분식","여성","50대","61292"
"201902","분식","여성","60대","14179"
"201902","분식","여성","70대 이상","2982"
"201902","양식","남성","20대 이하","11460"
"201902","양식","남성","30대","38947"
"201902","양식","남성","40대","41552"
"201902","양식","남성","50대","21167"
"201902","양식","남성","60대","5069"
"201902","양식","남성","70대 이상","1168"
"201902","양식","여성","20대 이하","18365"
"201902","양식","여성","30대","37273"
"201902","양식","여성","40대","42189"
"201902","양식","여성","50대","22930"
"201902","양식","여성","60대","5051"
"201902","양식","여성","70대 이상","840"
"201902","유흥주점","남성","20대 이하","7552"
"201902","유흥주점","남성","30대","20553"
"201902","유흥주점","남성","40대","32548"
"201902","유흥주점","남성","50대","25836"
"201902","유흥주점","남성","60대","6976"
"201902","유흥주점","남성","70대 이상","941"
"201902","유흥주점","여성","20대 이하","7111"
"201902","유흥주점","여성","30대","10201"
"201902","유흥주점","여성","40대","10462"
"201902","유흥주점","여성","50대","8918"
"201902","유흥주점","여성","60대","2559"
"201902","유흥주점","여성","70대 이상","677"
"201902","일식/수산물","남성","20대 이하","18875"
"201902","일식/수산물","남성","30대","69293"
"201902","일식/수산물","남성","40대","94815"
"201902","일식/수산물","남성","50대","67647"
"201902","일식/수산물","남성","60대","28086"
"201902","일식/수산물","남성","70대 이상","6305"
"201902","일식/수산물","여성","20대 이하","26642"
"201902","일식/수산물","여성","30대","53281"
"201902","일식/수산물","여성","40대","65743"
"201902","일식/수산물","여성","50대","52386"
"201902","일식/수산물","여성","60대","19159"
"201902","일식/수산물","여성","70대 이상","4004"
"201902","제과/제빵/떡/케익","남성","20대 이하","14609"
"201902","제과/제빵/떡/케익","남성","30대","71214"
"201902","제과/제빵/떡/케익","남성","40대","98502"
"201902","제과/제빵/떡/케익","남성","50대","56175"
"201902","제과/제빵/떡/케익","남성","60대","19767"
"201902","제과/제빵/떡/케익","남성","70대 이상","4535"
"201902","제과/제빵/떡/케익","여성","20대 이하","36113"
"201902","제과/제빵/떡/케익","여성","30대","93888"
"201902","제과/제빵/떡/케익","여성","40대","128038"
"201902","제과/제빵/떡/케익","여성","50대","78943"
"201902","제과/제빵/떡/케익","여성","60대","23646"
"201902","제과/제빵/떡/케익","여성","70대 이상","4553"
"201902","중식","남성","20대 이하","9631"
"201902","중식","남성","30대","42012"
"201902","중식","남성","40대","61855"
"201902","중식","남성","50대","34569"
"201902","중식","남성","60대","14188"
"201902","중식","남성","70대 이상","2927"
"201902","중식","여성","20대 이하","8848"
"201902","중식","여성","30대","24770"
"201902","중식","여성","40대","35872"
"201902","중식","여성","50대","22816"
"201902","중식","여성","60대","7242"
"201902","중식","여성","70대 이상","1710"
"201902","커피/음료","남성","20대 이하","58861"
"201902","커피/음료","남성","30대","169105"
"201902","커피/음료","남성","40대","173979"
"201902","커피/음료","남성","50대","94639"
"201902","커피/음료","남성","60대","24929"
"201902","커피/음료","남성","70대 이상","4184"
"201902","커피/음료","여성","20대 이하","112008"
"201902","커피/음료","여성","30대","199075"
"201902","커피/음료","여성","40대","194595"
"201902","커피/음료","여성","50대","113826"
"201902","커피/음료","여성","60대","24568"
"201902","커피/음료","여성","70대 이상","4148"
"201902","패스트푸드","남성","20대 이하","32873"
"201902","패스트푸드","남성","30대","95930"
"201902","패스트푸드","남성","40대","103964"
"201902","패스트푸드","남성","50대","46139"
"201902","패스트푸드","남성","60대","8809"
"201902","패스트푸드","남성","70대 이상","2045"
"201902","패스트푸드","여성","20대 이하","37454"
"201902","패스트푸드","여성","30대","75175"
"201902","패스트푸드","여성","40대","105885"
"201902","패스트푸드","여성","50대","45761"
"201902","패스트푸드","여성","60대","9377"
"201902","패스트푸드","여성","70대 이상","1697"
"201902","한식","남성","20대 이하","72996"
"201902","한식","남성","30대","283878"
"201902","한식","남성","40대","411889"
"201902","한식","남성","50대","296759"
"201902","한식","남성","60대","111424"
"201902","한식","남성","70대 이상","22590"
"201902","한식","여성","20대 이하","99535"
"201902","한식","여성","30대","201451"
"201902","한식","여성","40대","266743"
"201902","한식","여성","50대","192310"
"201902","한식","여성","60대","60626"
"201902","한식","여성","70대 이상","10953"
"201903","간이주점","남성","20대 이하","24296"
"201903","간이주점","남성","30대","47596"
"201903","간이주점","남성","40대","50316"
"201903","간이주점","남성","50대","28610"
"201903","간이주점","남성","60대","7976"
"201903","간이주점","남성","70대 이상","1173"
"201903","간이주점","여성","20대 이하","21710"
"201903","간이주점","여성","30대","24323"
"201903","간이주점","여성","40대","22085"
"201903","간이주점","여성","50대","16406"
"201903","간이주점","여성","60대","4265"
"201903","간이주점","여성","70대 이상","514"
"201903","고기요리","남성","20대 이하","21304"
"201903","고기요리","남성","30대","69016"
"201903","고기요리","남성","40대","83916"
"201903","고기요리","남성","50대","60783"
"201903","고기요리","남성","60대","23637"
"201903","고기요리","남성","70대 이상","5518"
"201903","고기요리","여성","20대 이하","24110"
"201903","고기요리","여성","30대","43058"
"201903","고기요리","여성","40대","51332"
"201903","고기요리","여성","50대","41438"
"201903","고기요리","여성","60대","13372"
"201903","고기요리","여성","70대 이상","2802"
"201903","닭/오리요리","남성","20대 이하","26824"
"201903","닭/오리요리","남성","30대","81826"
"201903","닭/오리요리","남성","40대","91321"
"201903","닭/오리요리","남성","50대","46745"
"201903","닭/오리요리","남성","60대","11594"
"201903","닭/오리요리","남성","70대 이상","1911"
"201903","닭/오리요리","여성","20대 이하","28269"
"201903","닭/오리요리","여성","30대","54948"
"201903","닭/오리요리","여성","40대","71886"
"201903","닭/오리요리","여성","50대","42446"
"201903","닭/오리요리","여성","60대","8434"
"201903","닭/오리요리","여성","70대 이상","1814"
"201903","별식/퓨전요리","남성","20대 이하","3221"
"201903","별식/퓨전요리","남성","30대","15066"
"201903","별식/퓨전요리","남성","40대","22004"
"201903","별식/퓨전요리","남성","50대","14648"
"201903","별식/퓨전요리","남성","60대","6029"
"201903","별식/퓨전요리","남성","70대 이상","1215"
"201903","별식/퓨전요리","여성","20대 이하","4400"
"201903","별식/퓨전요리","여성","30대","12071"
"201903","별식/퓨전요리","여성","40대","18022"
"201903","별식/퓨전요리","여성","50대","11621"
"201903","별식/퓨전요리","여성","60대","3533"
"201903","별식/퓨전요리","여성","70대 이상","706"
"201903","부페","남성","20대 이하","1193"
"201903","부페","남성","30대","3594"
"201903","부페","남성","40대","4955"
"201903","부페","남성","50대","3183"
"201903","부페","남성","60대","2568"
"201903","부페","남성","70대 이상","475"
"201903","부페","여성","20대 이하","916"
"201903","부페","여성","30대","1945"
"201903","부페","여성","40대","3314"
"201903","부페","여성","50대","2813"
"201903","부페","여성","60대","1142"
"201903","부페","여성","70대 이상","200"
"201903","분식","남성","20대 이하","37443"
"201903","분식","남성","30대","120226"
"201903","분식","남성","40대","116692"
"201903","분식","남성","50대","65410"
"201903","분식","남성","60대","20012"
"201903","분식","남성","70대 이상","4031"
"201903","분식","여성","20대 이하","60027"
"201903","분식","여성","30대","110861"
"201903","분식","여성","40대","106317"
"201903","분식","여성","50대","66864"
"201903","분식","여성","60대","16857"
"201903","분식","여성","70대 이상","3161"
"201903","양식","남성","20대 이하","14373"
"201903","양식","남성","30대","44857"
"201903","양식","남성","40대","40102"
"201903","양식","남성","50대","20274"
"201903","양식","남성","60대","5822"
"201903","양식","남성","70대 이상","1344"
"201903","양식","여성","20대 이하","23589"
"201903","양식","여성","30대","43801"
"201903","양식","여성","40대","40393"
"201903","양식","여성","50대","22159"
"201903","양식","여성","60대","5777"
"201903","양식","여성","70대 이상","1042"
"201903","유흥주점","남성","20대 이하","8504"
"201903","유흥주점","남성","30대","23126"
"201903","유흥주점","남성","40대","36284"
"201903","유흥주점","남성","50대","30382"
"201903","유흥주점","남성","60대","8987"
"201903","유흥주점","남성","70대 이상","943"
"201903","유흥주점","여성","20대 이하","8650"
"201903","유흥주점","여성","30대","11979"
"201903","유흥주점","여성","40대","10900"
"201903","유흥주점","여성","50대","10134"
"201903","유흥주점","여성","60대","3573"
"201903","유흥주점","여성","70대 이상","939"
"201903","일식/수산물","남성","20대 이하","21951"
"201903","일식/수산물","남성","30대","80768"
"201903","일식/수산물","남성","40대","89563"
"201903","일식/수산물","남성","50대","72324"
"201903","일식/수산물","남성","60대","33018"
"201903","일식/수산물","남성","70대 이상","7894"
"201903","일식/수산물","여성","20대 이하","34784"
"201903","일식/수산물","여성","30대","66514"
"201903","일식/수산물","여성","40대","63668"
"201903","일식/수산물","여성","50대","59863"
"201903","일식/수산물","여성","60대","25157"
"201903","일식/수산물","여성","70대 이상","4672"
"201903","제과/제빵/떡/케익","남성","20대 이하","18073"
"201903","제과/제빵/떡/케익","남성","30대","80335"
"201903","제과/제빵/떡/케익","남성","40대","107108"
"201903","제과/제빵/떡/케익","남성","50대","63896"
"201903","제과/제빵/떡/케익","남성","60대","21824"
"201903","제과/제빵/떡/케익","남성","70대 이상","5190"
"201903","제과/제빵/떡/케익","여성","20대 이하","44699"
"201903","제과/제빵/떡/케익","여성","30대","111250"
"201903","제과/제빵/떡/케익","여성","40대","146056"
"201903","제과/제빵/떡/케익","여성","50대","89973"
"201903","제과/제빵/떡/케익","여성","60대","28647"
"201903","제과/제빵/떡/케익","여성","70대 이상","5653"
"201903","중식","남성","20대 이하","13071"
"201903","중식","남성","30대","49794"
"201903","중식","남성","40대","69846"
"201903","중식","남성","50대","40841"
"201903","중식","남성","60대","14372"
"201903","중식","남성","70대 이상","3943"
"201903","중식","여성","20대 이하","11704"
"201903","중식","여성","30대","30872"
"201903","중식","여성","40대","38545"
"201903","중식","여성","50대","26859"
"201903","중식","여성","60대","9169"
"201903","중식","여성","70대 이상","2037"
"201903","커피/음료","남성","20대 이하","66746"
"201903","커피/음료","남성","30대","194010"
"201903","커피/음료","남성","40대","166706"
"201903","커피/음료","남성","50대","95930"
"201903","커피/음료","남성","60대","29664"
"201903","커피/음료","남성","70대 이상","5547"
"201903","커피/음료","여성","20대 이하","144286"
"201903","커피/음료","여성","30대","235090"
"201903","커피/음료","여성","40대","195665"
"201903","커피/음료","여성","50대","123660"
"201903","커피/음료","여성","60대","31124"
"201903","커피/음료","여성","70대 이상","5922"
"201903","패스트푸드","남성","20대 이하","41594"
"201903","패스트푸드","남성","30대","107580"
"201903","패스트푸드","남성","40대","101904"
"201903","패스트푸드","남성","50대","46505"
"201903","패스트푸드","남성","60대","11090"
"201903","패스트푸드","남성","70대 이상","2620"
"201903","패스트푸드","여성","20대 이하","47568"
"201903","패스트푸드","여성","30대","89229"
"201903","패스트푸드","여성","40대","101151"
"201903","패스트푸드","여성","50대","51150"
"201903","패스트푸드","여성","60대","10454"
"201903","패스트푸드","여성","70대 이상","2370"
"201903","한식","남성","20대 이하","85764"
"201903","한식","남성","30대","329619"
"201903","한식","남성","40대","432023"
"201903","한식","남성","50대","333182"
"201903","한식","남성","60대","136260"
"201903","한식","남성","70대 이상","28066"
"201903","한식","여성","20대 이하","124661"
"201903","한식","여성","30대","245399"
"201903","한식","여성","40대","269341"
"201903","한식","여성","50대","228824"
"201903","한식","여성","60대","75083"
"201903","한식","여성","70대 이상","15223"
"201904","간이주점","남성","20대 이하","23457"
"201904","간이주점","남성","30대","44295"
"201904","간이주점","남성","40대","48619"
"201904","간이주점","남성","50대","28108"
"201904","간이주점","남성","60대","8782"
"201904","간이주점","남성","70대 이상","1007"
"201904","간이주점","여성","20대 이하","21365"
"201904","간이주점","여성","30대","23591"
"201904","간이주점","여성","40대","21863"
"201904","간이주점","여성","50대","16325"
"201904","간이주점","여성","60대","3954"
"201904","간이주점","여성","70대 이상","495"
"201904","고기요리","남성","20대 이하","21591"
"201904","고기요리","남성","30대","72247"
"201904","고기요리","남성","40대","84090"
"201904","고기요리","남성","50대","56562"
"201904","고기요리","남성","60대","22621"
"201904","고기요리","남성","70대 이상","5363"
"201904","고기요리","여성","20대 이하","23704"
"201904","고기요리","여성","30대","42071"
"201904","고기요리","여성","40대","51404"
"201904","고기요리","여성","50대","38815"
"201904","고기요리","여성","60대","11901"
"201904","고기요리","여성","70대 이상","2556"
"201904","닭/오리요리","남성","20대 이하","27373"
"201904","닭/오리요리","남성","30대","77809"
"201904","닭/오리요리","남성","40대","87108"
"201904","닭/오리요리","남성","50대","45199"
"201904","닭/오리요리","남성","60대","10908"
"201904","닭/오리요리","남성","70대 이상","1377"
"201904","닭/오리요리","여성","20대 이하","25485"
"201904","닭/오리요리","여성","30대","53927"
"201904","닭/오리요리","여성","40대","68720"
"201904","닭/오리요리","여성","50대","39891"
"201904","닭/오리요리","여성","60대","8655"
"201904","닭/오리요리","여성","70대 이상","1465"
"201904","별식/퓨전요리","남성","20대 이하","3840"
"201904","별식/퓨전요리","남성","30대","14659"
"201904","별식/퓨전요리","남성","40대","22088"
"201904","별식/퓨전요리","남성","50대","14225"
"201904","별식/퓨전요리","남성","60대","5714"
"201904","별식/퓨전요리","남성","70대 이상","968"
"201904","별식/퓨전요리","여성","20대 이하","4531"
"201904","별식/퓨전요리","여성","30대","13041"
"201904","별식/퓨전요리","여성","40대","18563"
"201904","별식/퓨전요리","여성","50대","11428"
"201904","별식/퓨전요리","여성","60대","3491"
"201904","별식/퓨전요리","여성","70대 이상","808"
"201904","부페","남성","20대 이하","990"
"201904","부페","남성","30대","3180"
"201904","부페","남성","40대","4335"
"201904","부페","남성","50대","3780"
"201904","부페","남성","60대","2695"
"201904","부페","남성","70대 이상","240"
"201904","부페","여성","20대 이하","1049"
"201904","부페","여성","30대","2223"
"201904","부페","여성","40대","2962"
"201904","부페","여성","50대","2348"
"201904","부페","여성","60대","1560"
"201904","부페","여성","70대 이상","123"
"201904","분식","남성","20대 이하","38398"
"201904","분식","남성","30대","120450"
"201904","분식","남성","40대","125656"
"201904","분식","남성","50대","68587"
"201904","분식","남성","60대","20640"
"201904","분식","남성","70대 이상","5305"
"201904","분식","여성","20대 이하","59574"
"201904","분식","여성","30대","111577"
"201904","분식","여성","40대","107091"
"201904","분식","여성","50대","67186"
"201904","분식","여성","60대","18318"
"201904","분식","여성","70대 이상","3090"
"201904","양식","남성","20대 이하","13715"
"201904","양식","남성","30대","43388"
"201904","양식","남성","40대","40135"
"201904","양식","남성","50대","19101"
"201904","양식","남성","60대","5973"
"201904","양식","남성","70대 이상","1069"
"201904","양식","여성","20대 이하","24114"
"201904","양식","여성","30대","44709"
"201904","양식","여성","40대","39097"
"201904","양식","여성","50대","23438"
"201904","양식","여성","60대","5595"
"201904","양식","여성","70대 이상","986"
"201904","유흥주점","남성","20대 이하","7948"
"201904","유흥주점","남성","30대","21622"
"201904","유흥주점","남성","40대","34289"
"201904","유흥주점","남성","50대","27204"
"201904","유흥주점","남성","60대","8649"
"201904","유흥주점","남성","70대 이상","1211"
"201904","유흥주점","여성","20대 이하","7851"
"201904","유흥주점","여성","30대","11667"
"201904","유흥주점","여성","40대","11688"
"201904","유흥주점","여성","50대","9921"
"201904","유흥주점","여성","60대","3660"
"201904","유흥주점","여성","70대 이상","815"
"201904","일식/수산물","남성","20대 이하","21791"
"201904","일식/수산물","남성","30대","82197"
"201904","일식/수산물","남성","40대","90780"
"201904","일식/수산물","남성","50대","68541"
"201904","일식/수산물","남성","60대","34406"
"201904","일식/수산물","남성","70대 이상","7572"
"201904","일식/수산물","여성","20대 이하","32433"
"201904","일식/수산물","여성","30대","63240"
"201904","일식/수산물","여성","40대","65923"
"201904","일식/수산물","여성","50대","59185"
"201904","일식/수산물","여성","60대","24369"
"201904","일식/수산물","여성","70대 이상","5076"
"201904","제과/제빵/떡/케익","남성","20대 이하","17629"
"201904","제과/제빵/떡/케익","남성","30대","79884"
"201904","제과/제빵/떡/케익","남성","40대","104543"
"201904","제과/제빵/떡/케익","남성","50대","59542"
"201904","제과/제빵/떡/케익","남성","60대","23454"
"201904","제과/제빵/떡/케익","남성","70대 이상","5168"
"201904","제과/제빵/떡/케익","여성","20대 이하","43995"
"201904","제과/제빵/떡/케익","여성","30대","111099"
"201904","제과/제빵/떡/케익","여성","40대","139488"
"201904","제과/제빵/떡/케익","여성","50대","86693"
"201904","제과/제빵/떡/케익","여성","60대","29599"
"201904","제과/제빵/떡/케익","여성","70대 이상","5584"
"201904","중식","남성","20대 이하","12970"
"201904","중식","남성","30대","49680"
"201904","중식","남성","40대","69786"
"201904","중식","남성","50대","41105"
"201904","중식","남성","60대","14683"
"201904","중식","남성","70대 이상","3198"
"201904","중식","여성","20대 이하","12268"
"201904","중식","여성","30대","28789"
"201904","중식","여성","40대","35002"
"201904","중식","여성","50대","24506"
"201904","중식","여성","60대","9383"
"201904","중식","여성","70대 이상","2132"
"201904","커피/음료","남성","20대 이하","70644"
"201904","커피/음료","남성","30대","207844"
"201904","커피/음료","남성","40대","179570"
"201904","커피/음료","남성","50대","97300"
"201904","커피/음료","남성","60대","31111"
"201904","커피/음료","남성","70대 이상","6306"
"201904","커피/음료","여성","20대 이하","141764"
"201904","커피/음료","여성","30대","242693"
"201904","커피/음료","여성","40대","206585"
"201904","커피/음료","여성","50대","126378"
"201904","커피/음료","여성","60대","31211"
"201904","커피/음료","여성","70대 이상","5650"
"201904","패스트푸드","남성","20대 이하","41180"
"201904","패스트푸드","남성","30대","105651"
"201904","패스트푸드","남성","40대","104673"
"201904","패스트푸드","남성","50대","45354"
"201904","패스트푸드","남성","60대","10716"
"201904","패스트푸드","남성","70대 이상","2387"
"201904","패스트푸드","여성","20대 이하","48741"
"201904","패스트푸드","여성","30대","86281"
"201904","패스트푸드","여성","40대","102065"
"201904","패스트푸드","여성","50대","50525"
"201904","패스트푸드","여성","60대","10351"
"201904","패스트푸드","여성","70대 이상","1797"
"201904","한식","남성","20대 이하","86226"
"201904","한식","남성","30대","338666"
"201904","한식","남성","40대","431013"
"201904","한식","남성","50대","328307"
"201904","한식","남성","60대","136273"
"201904","한식","남성","70대 이상","29242"
"201904","한식","여성","20대 이하","124761"
"201904","한식","여성","30대","249366"
"201904","한식","여성","40대","273291"
"201904","한식","여성","50대","220828"
"201904","한식","여성","60대","80589"
